Módulo de Análise: Origem de Dados da Coleta;;;;;;;;;
Data de solicitação 06/01/2020;;;;;;;;;
Período Solicitado de 01/12/2019 até 31/12/2019;;;;;;;;;
Agente;Ponto / Grupo;Data;Hora;Ativa C (kWh);Ativa G (kWh);Reativa C (kVArh);Reativa G (kVArh);Qualidade;Origem
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;17;70,224;0;31,28;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;18;73,28;0;32,512;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;19;68,592;0;27,248;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;20;64,208;0;25,648;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;21;66,72;0;27,472;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;22;66,272;0;27,36;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;23;59,216;0;22,608;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);02/12/2019;24;52,864;0;23,008;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;1;52,32;0;22,592;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;2;52,88;0;24,416;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;3;55,584;0;23,328;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;4;51,792;0;22,752;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;5;53,856;0;25,664;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;6;54,496;0;25,552;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;7;58,384;0;23,712;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;8;60,752;0;25,472;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;9;68,192;0;30,048;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;10;70,592;0;28,864;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;11;69,056;0;26,608;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;12;73,44;0;31,84;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;13;70,096;0;29,408;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;14;68,672;0;29,568;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;15;70,112;0;29,904;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;16;73,056;0;33,168;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;17;72,24;0;31,472;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;18;69,904;0;30,736;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;19;68,992;0;27,92;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;20;70,592;0;30,752;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;21;64,384;0;27,744;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;22;65,632;0;26,848;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;23;55,92;0;26,88;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);03/12/2019;24;50,768;0;26,848;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;1;48,912;0;27,168;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;2;45,728;0;24,064;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;3;48,192;0;23,952;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;4;48,592;0;25,152;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;5;47,152;0;25,232;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;6;46,432;0;24,24;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;7;57,088;0;24,864;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;8;72,72;0;32,752;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;9;71,408;0;30,688;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;10;71,136;0;30,688;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;11;76,72;0;32,88;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;12;80,112;0;36,736;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;13;79,504;0;37,632;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;14;77,728;0;38,672;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;15;81,632;0;41,008;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;16;81,696;0;40,464;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;17;76,928;0;35,984;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;18;78,592;0;39,104;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;19;81,648;0;39,824;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;20;76,848;0;34,56;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;21;78,512;0;36,176;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;22;76,24;0;37,424;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;23;65,6;0;36,592;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);04/12/2019;24;51,504;0;28,944;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;1;50,512;0;27,936;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;2;51,776;0;28,848;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;3;52,928;0;27,616;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;4;49,808;0;26,08;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;5;47,968;0;25,792;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;6;52,432;0;28,24;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;7;64,48;0;30,96;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;8;68,192;0;31,76;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;9;72,096;0;33,328;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;10;78,016;0;38,304;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;11;75,824;0;33,264;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;12;83,424;0;39,968;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;13;81,92;0;39,536;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;14;81,024;0;39,92;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;15;79,68;0;36,08;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;16;80,88;0;38,448;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;17;80,72;0;38,56;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;18;73,408;0;35,76;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;19;75,536;0;34,944;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;20;81,664;0;40,288;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;21;77,552;0;37,6;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;22;73,264;0;33,696;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;23;66,208;0;32,928;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);05/12/2019;24;61,696;0;37,616;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;1;55,152;0;29,024;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;2;52,16;0;29,408;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;3;55,68;0;28,784;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;4;56,544;0;30,64;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;5;51,664;0;29,552;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;6;54,528;0;29,808;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;7;62,624;0;30,288;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;8;65,792;0;28,768;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;9;74,112;0;31,424;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;10;74,688;0;32,192;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;11;68,144;0;28,256;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;12;72,528;0;33,904;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;13;74,736;0;30,72;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;14;75,344;0;32,8;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;15;72,48;0;32,864;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;16;77,856;0;37,712;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;17;79,232;0;37,456;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;18;79,616;0;39,296;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;19;73,248;0;34,08;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;20;79,28;0;38,416;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;21;74,928;0;33,904;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;22;69,6;0;30,496;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;23;65,216;0;32,016;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);06/12/2019;24;53,184;0;30,224;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;1;54,528;0;29,552;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;2;49,664;0;28,24;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;3;49,136;0;25,392;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;4;52,032;0;28,688;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;5;51,344;0;27,312;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;6;49,072;0;26,096;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;7;64,688;0;31,904;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;8;68,24;0;29,168;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;9;72,704;0;30,496;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;10;75,888;0;34,432;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;11;75,552;0;34,544;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;12;75,312;0;36,48;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;13;74,368;0;30,896;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;14;79,248;0;37,712;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;15;79,712;0;37,728;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;16;78,08;0;38,448;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;17;78,144;0;34,448;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;18;78,992;0;37,136;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;19;77,136;0;35,68;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;20;72,272;0;31,472;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;21;76,144;0;32,848;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;22;72,352;0;29,904;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;23;65,008;0;34,016;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);07/12/2019;24;52,688;0;30,16;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;1;52,304;0;27,472;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;2;50,32;0;26,256;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;3;49,232;0;26,192;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;4;48,432;0;25,728;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;5;48,352;0;24,048;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;6;49,088;0;25,36;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;7;60,192;0;28,288;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;8;63,136;0;27,872;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;9;68,48;0;30,224;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;10;72,16;0;31,712;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;11;71,632;0;33,184;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;12;71,472;0;32,48;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;13;76,496;0;34,832;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;14;78,608;0;38,512;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;15;82,192;0;42,784;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;16;77,04;0;35,792;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;17;77,056;0;38,848;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;18;76,416;0;35,2;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;19;71,424;0;32,864;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;20;78,144;0;37,808;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;21;65,712;0;31,2;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;22;52,4;0;29,232;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;23;48,688;0;28,528;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);08/12/2019;24;47,792;0;27,808;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;1;49,104;0;25,696;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;2;49,12;0;26,144;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;3;49,52;0;27,648;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;4;42,512;0;21,552;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;5;39,856;0;16,8;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;6;51,584;0;23,824;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;7;72,416;0;39,744;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;8;74,096;0;36,016;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;9;75,648;0;34,096;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;10;79,168;0;35,088;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;11;77,6;0;33,056;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;12;74,048;0;31,264;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;13;77,28;0;36,08;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;14;81,44;0;42,976;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;15;80,512;0;39,6;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;16;80,816;0;40,624;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;17;78,64;0;40,64;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;18;73,952;0;35,52;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;19;78,064;0;35,136;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;20;81,872;0;37,664;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;21;79,584;0;35,088;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;22;73,648;0;32,656;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;23;68,448;0;37,392;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);09/12/2019;24;57,616;0;31,504;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;1;55,728;0;30,8;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;2;51,168;0;28,928;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;3;58,992;0;31,168;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;4;54,16;0;28;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;5;55,344;0;28,336;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;6;50,592;0;26,592;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;7;61,52;0;30,4;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;8;75,552;0;35,888;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;9;75,712;0;33,28;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;10;77,568;0;37,008;0;Completo;COLETA DIÁRIA
BARBOSA 1;SPCBEHENTR101 (L);10/12/2019;11;74,736;0;36,016;0;Completo;COLETA DIÁRIA
